 Sort character strings:
        3    859.8341        16.96266        16.96266    
        4    512.0370        21.01361        21.01361    
        5    72.75268        32.92730        32.92730    
        6    788.4305        35.54646        35.54646    
        7    601.3644        47.64693        47.64693    
        8    236.3107        59.93507        59.93507    
        9    436.0994        72.75268        72.75268    
       10    620.5808        87.78826        87.78826    
       11    5.618021        120.2817        120.2817    
       12    684.1041        121.2290        121.2290    
       13    827.4307        128.8902        128.8902    
       14    392.4456        153.7171        153.7171    
       15    967.6085        166.3464        166.3464    
       16    760.2911        175.5759        175.5759    
       17    564.2521        176.8621        176.8621    
       18    421.9210        179.0422        179.0422    
       19    312.9577        188.4402        188.4402    
       20    389.1816        194.5045        194.5045    
       21    780.0901        201.5251        201.5251    
       22    176.8621        201.9643        201.9643    
       23    87.78826        228.6257        228.6257    
       24    733.4823        231.0179        231.0179    
       25    327.0631        235.4905        235.4905    
       26    314.1863        236.3107        236.3107    
       27    254.9885        251.2411        251.2411    
       28    916.1117        252.8506        252.8506    
       29    520.6388        254.9885        254.9885    
       30    990.5308        267.1258        267.1258    
       31    739.8185        282.2214        282.2214    
       32    659.8341        301.6275        301.6275    
       33    32.92730        304.7325        304.7325    
       34    321.9165        312.9577        312.9577    
       35    961.2683        313.0264        313.0264    
       36    877.6488        314.1863        314.1863    
       37    317.1321        317.1321        317.1321    
       38    201.9643        321.9165        321.9165    
       39    251.2411        327.0631        327.0631    
       40    393.5479        358.8958        358.8958    
       41    795.0901        384.3399        384.3399    
       42    722.4185        387.8333        387.8333    
       43    387.8333        389.1816        389.1816    
       44    423.2610        389.2762        389.2762    
       45    231.0179        392.4456        392.4456    
       46    680.7983        393.5479        393.5479    
       47    771.2537        412.6188        412.6188    
       48    35.54646        415.5326        415.5326    
       49    989.2482        421.9210        421.9210    
       50    252.8506        423.2610        423.2610    
       51    228.6257        436.0994        436.0994    
       52    301.6275        450.9501        450.9501    
       53    770.5804        456.6889        456.6889    
       54    592.2375        466.6926        466.6926    
       55    958.7975        471.9695        471.9695    
       56    473.5139        473.5139        473.5139    
       57    389.2762        512.0370        512.0370    
       58    282.2214        520.6388        520.6388    
       59    685.3185        540.6968        540.6968    
       60    384.3399        564.2521        564.2521    
       61    153.7171        592.2375        592.2375    
       62    188.4402        601.3644        601.3644    
       63    175.5759        620.5808        620.5808    
       64    313.0264        659.8341        659.8341    
       65    201.5251        672.0651        672.0651    
       66    194.5045        673.2244        673.2244    
       67    466.6926        680.7983        680.7983    
       68    772.7459        684.1041        684.1041    
       69    415.5326        685.3185        685.3185    
       70    450.9501        721.1733        721.1733    
       71    166.3464        722.4185        722.4185    
       72    826.4674        733.4823        733.4823    
       73    758.5312        739.8185        739.8185    
       74    456.6889        758.5312        758.5312    
       75    304.7325        760.2911        760.2911    
       76    120.2817        770.5804        770.5804    
       77    47.64693        771.2537        771.2537    
       78    828.7814        772.7459        772.7459    
       79    16.96266        774.2672        774.2672    
       80    774.2672        780.0901        780.0901    
       81    358.8958        788.4305        788.4305    
       82    128.8902        795.0901        795.0901    
       83    267.1258        826.4674        826.4674    
       84    471.9695        827.4307        827.4307    
       85    59.93507        828.7814        828.7814    
       86    235.4905        856.4366        856.4366    
       87    856.4366        859.8341        859.8341    
       88    21.01361        869.6620        869.6620    
       89    412.6188        877.3952        877.3952    
       90    869.6620        877.6488        877.6488    
       91    179.0422        912.7193        912.7193    
       92    5.462978        916.1117        916.1117    
       93    673.2244        958.7975        958.7975    
       94    672.0651        961.2683        961.2683    
       95    721.1733        967.6085        967.6085    
       96    121.2290        989.2482        989.2482    
       97    540.6968        990.5308        990.5308    
 Sort single precision:
        1    877.3953        5.462978        5.462978    
        2    912.7193        5.618021        5.618021    
        3    859.8341        16.96266        16.96266    
        4    512.0370        21.01361        21.01361    
        5    72.75269        32.92730        32.92730    
        6    788.4305        35.54646        35.54646    
        7    601.3644        47.64693        47.64693    
        8    236.3107        59.93507        59.93507    
        9    436.0994        72.75269        72.75269    
       10    620.5808        87.78826        87.78826    
       11    5.618021        120.2817        120.2817    
       12    684.1041        121.2290        121.2290    
       13    827.4307        128.8902        128.8902    
       14    392.4456        153.7171        153.7171    
       15    967.6085        166.3464        166.3464    
       16    760.2911        175.5759        175.5759    
       17    564.2521        176.8621        176.8621    
       18    421.9210        179.0422        179.0422    
       19    312.9577        188.4402        188.4402    
       20    389.1816        194.5045        194.5045    
       21    780.0901        201.5251        201.5251    
       22    176.8621        201.9643        201.9643    
       23    87.78826        228.6257        228.6257    
       24    733.4822        231.0179        231.0179    
       25    327.0631        235.4905        235.4905    
       26    314.1863        236.3107        236.3107    
       27    254.9885        251.2411        251.2411    
       28    916.1117        252.8506        252.8506    
       29    520.6387        254.9885        254.9885    
       30    990.5308        267.1258        267.1258    
       31    739.8185        282.2214        282.2214    
       32    659.8341        301.6275        301.6275    
       33    32.92730        304.7325        304.7325    
       34    321.9165        312.9577        312.9577    
       35    961.2682        313.0265        313.0265    
       36    877.6488        314.1863        314.1863    
       37    317.1321        317.1321        317.1321    
       38    201.9643        321.9165        321.9165    
       39    251.2411        327.0631        327.0631    
       40    393.5479        358.8958        358.8958    
       41    795.0901        384.3399        384.3399    
       42    722.4185        387.8333        387.8333    
       43    387.8333        389.1816        389.1816    
       44    423.2610        389.2762        389.2762    
       45    231.0179        392.4456        392.4456    
       46    680.7983        393.5479        393.5479    
       47    771.2537        412.6188        412.6188    
       48    35.54646        415.5326        415.5326    
       49    989.2482        421.9210        421.9210    
       50    252.8506        423.2610        423.2610    
       51    228.6257        436.0994        436.0994    
       52    301.6275        450.9501        450.9501    
       53    770.5804        456.6889        456.6889    
       54    592.2375        466.6926        466.6926    
       55    958.7975        471.9695        471.9695    
       56    473.5139        473.5139        473.5139    
       57    389.2762        512.0370        512.0370    
       58    282.2214        520.6387        520.6387    
       59    685.3185        540.6968        540.6968    
       60    384.3399        564.2521        564.2521    
       61    153.7171        592.2375        592.2375    
       62    188.4402        601.3644        601.3644    
       63    175.5759        620.5808        620.5808    
       64    313.0265        659.8341        659.8341    
       65    201.5251        672.0651        672.0651    
       66    194.5045        673.2244        673.2244    
       67    466.6926        680.7983        680.7983    
       68    772.7459        684.1041        684.1041    
       69    415.5326        685.3185        685.3185    
       70    450.9501        721.1733        721.1733    
       71    166.3464        722.4185        722.4185    
       72    826.4674        733.4822        733.4822    
       73    758.5311        739.8185        739.8185    
       74    456.6889        758.5311        758.5311    
       75    304.7325        760.2911        760.2911    
       76    120.2817        770.5804        770.5804    
       77    47.64693        771.2537        771.2537    
       78    828.7814        772.7459        772.7459    
       79    16.96266        774.2672        774.2672    
       80    774.2672        780.0901        780.0901    
       81    358.8958        788.4305        788.4305    
       82    128.8902        795.0901        795.0901    
       83    267.1258        826.4674        826.4674    
       84    471.9695        827.4307        827.4307    
       85    59.93507        828.7814        828.7814    
       86    235.4905        856.4366        856.4366    
       87    856.4366        859.8341        859.8341    
       88    21.01361        869.6619        869.6619    
       89    412.6188        877.3953        877.3953    
       90    869.6619        877.6488        877.6488    
       91    179.0422        912.7193        912.7193    
       92    5.462978        916.1117        916.1117    
       93    673.2244        958.7975        958.7975    
       94    672.0651        961.2682        961.2682    
       95    721.1733        967.6085        967.6085    
       96    121.2290        989.2482        989.2482    
       97    540.6968        990.5308        990.5308    
 Sort integer:
           1         877           5           5
           2         913           6           6
           3         860          17          17
           4         512          21          21
           5          73          33          33
           6         788          36          36
           7         601          48          48
           8         236          60          60
           9         436          73          73
          10         621          88          88
          11           6         120         120
          12         684         121         121
          13         827         129         129
          14         392         154         154
          15         968         166         166
          16         760         176         176
          17         564         177         177
          18         422         179         179
          19         313         188         188
          20         389         195         195
          21         780         202         202
          22         177         202         202
          23          88         229         229
          24         733         231         231
          25         327         235         235
          26         314         236         236
          27         255         251         251
          28         916         253         253
          29         521         255         255
          30         991         267         267
          31         740         282         282
          32         660         302         302
          33          33         305         305
          34         322         313         313
          35         961         313         313
          36         878         314         314
          37         317         317         317
          38         202         322         322
          39         251         327         327
          40         394         359         359
          41         795         384         384
          42         722         388         388
          43         388         389         389
          44         423         389         389
          45         231         392         392
          46         681         394         394
          47         771         413         413
          48          36         416         416
          49         989         422         422
          50         253         423         423
          51         229         436         436
          52         302         451         451
          53         771         457         457
          54         592         467         467
          55         959         472         472
          56         474         474         474
          57         389         512         512
          58         282         521         521
          59         685         541         541
          60         384         564         564
          61         154         592         592
          62         188         601         601
          63         176         621         621
          64         313         660         660
          65         202         672         672
          66         195         673         673
          67         467         681         681
          68         773         684         684
          69         416         685         685
          70         451         721         721
          71         166         722         722
          72         826         733         733
          73         759         740         740
          74         457         759         759
          75         305         760         760
          76         120         771         771
          77          48         771         771
          78         829         773         773
          79          17         774         774
          80         774         780         780
          81         359         788         788
          82         129         795         795
          83         267         826         826
          84         472         827         827
          85          60         829         829
          86         235         856         856
          87         856         860         860
          88          21         870         870
          89         413         877         877
          90         870         878         878
          91         179         913         913
          92           5         916         916
          93         673         959         959
          94         672         961         961
          95         721         968         968
          96         121         989         989
          97         541         991         991
